Direction,EntryDate,EntryTime,EntryPrice,EntryPostion,ExitDate,ExitTime,ExitPrice,ExitPostion,ProfitPrice,ProfitPostion,LossPrice,LossPostion
B,2023/1/12,09:00,,,,,,,,,,
